Latitude (decimal degrees):	6.943
Longitude (decimal degrees):	-75.922
Elevation (m):	2179
Radiation database:	PVGIS-ERA5


Slope: 37 deg. (optimum)
Azimuth: - deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230125:1330,370.58,211.11,7.5,28.66,16.23,0.41,0.0
20230125:1430,607.21,251.99,12.68,41.63,18.71,0.28,0.0
20230125:1530,919.46,148.55,17.65,53.24,20.71,0.14,0.0
20230125:1630,753.56,182.08,17.22,61.73,22.3,0.14,0.0
20230125:1730,703.18,171.6,16.5,63.85,23.01,0.34,0.0
20230125:1830,642.65,165.8,14.39,58.28,23.39,0.48,0.0
20230125:1930,488.26,142.41,10.1,47.99,23.3,0.97,0.0
20230125:2030,499.67,161.23,8.93,35.6,22.11,0.76,0.0
20230125:2130,330.93,108.62,4.67,22.26,21.49,0.76,0.0
20230125:2230,0.0,22.73,0.56,8.45,20.37,0.83,0.0
20230125:2330,0.0,0.0,0.0,-5.59,19.07,0.41,0.0
20230126:0030,0.0,0.0,0.0,0.0,18.28,0.55,0.0
20230126:0130,0.0,0.0,0.0,0.0,17.49,0.55,0.0
20230126:0230,0.0,0.0,0.0,0.0,16.95,0.69,0.0
20230126:0330,0.0,0.0,0.0,0.0,16.7,0.62,0.0
20230126:0430,0.0,0.0,0.0,0.0,16.36,0.48,0.0
20230126:0530,0.0,0.0,0.0,0.0,15.79,0.48,0.0
20230126:0630,0.0,0.0,0.0,0.0,15.31,0.48,0.0
20230126:0730,0.0,0.0,0.0,0.0,15.34,0.55,0.0
20230126:0830,0.0,0.0,0.0,0.0,15.32,0.55,0.0
20230126:0930,0.0,0.0,0.0,0.0,15.11,0.48,0.0
20230126:1030,0.0,0.0,0.0,0.0,14.99,0.48,0.0
20230126:1130,0.0,10.06,0.25,1.06,14.63,0.48,0.0
20230126:1230,357.94,130.22,4.03,15.03,14.58,0.48,0.0
20230126:1330,579.02,154.1,8.47,28.69,16.8,0.41,0.0
20230126:1430,689.39,201.26,12.88,41.7,19.07,0.48,0.0
20230126:1530,700.81,177.91,14.74,53.37,20.83,0.28,0.0
20230126:1630,701.48,182.89,16.35,61.94,21.78,0.14,0.0
20230126:1730,458.98,207.69,12.84,64.1,22.21,0.34,0.0
20230126:1830,425.32,263.88,12.75,58.52,22.01,0.83,0.0
20230126:1930,488.42,225.46,11.67,48.18,22.62,0.9,0.0
20230126:2030,564.71,129.18,9.16,35.75,22.25,1.03,0.0
20230126:2130,291.86,115.51,4.51,22.38,21.37,0.9,0.0
20230126:2230,0.0,38.58,0.94,8.55,19.99,0.69,0.0
20230126:2330,0.0,0.0,0.0,-5.51,19.14,0.48,0.0
20230127:0030,0.0,0.0,0.0,0.0,18.38,0.48,0.0
20230127:0130,0.0,0.0,0.0,0.0,17.7,0.55,0.0
20230127:0230,0.0,0.0,0.0,0.0,17.41,0.55,0.0
20230127:0330,0.0,0.0,0.0,0.0,17.25,0.55,0.0
20230127:0430,0.0,0.0,0.0,0.0,16.95,0.55,0.0
20230127:0530,0.0,0.0,0.0,0.0,16.68,0.55,0.0
20230127:0630,0.0,0.0,0.0,0.0,16.34,0.62,0.0
20230127:0730,0.0,0.0,0.0,0.0,15.7,0.62,0.0
20230127:0830,0.0,0.0,0.0,0.0,15.36,0.69,0.0
20230127:0930,0.0,0.0,0.0,0.0,15.05,0.76,0.0
20230127:1030,0.0,0.0,0.0,0.0,14.48,0.76,0.0
20230127:1130,0.0,11.83,0.29,1.04,13.88,0.76,0.0
20230127:1230,375.1,133.49,4.15,15.04,13.65,0.69,0.0
20230127:1330,670.04,166.76,9.52,28.72,16.03,0.55,0.0
20230127:1430,905.18,123.9,14.48,41.77,18.69,0.69,0.0
20230127:1530,982.9,120.49,18.25,53.5,20.78,0.62,0.0
20230127:1630,968.85,122.95,20.06,62.15,22.39,0.48,0.0
20230127:1730,981.09,121.0,20.78,64.36,23.49,0.41,0.0
20230127:1830,912.7,164.86,19.06,58.75,24.14,0.34,0.0
20230127:1930,837.06,168.25,15.68,48.37,24.28,0.69,0.0
20230127:2030,755.78,148.56,11.7,35.9,24.13,0.83,0.0
20230127:2130,272.87,142.9,4.84,22.5,23.45,1.1,0.0
20230127:2230,0.0,34.6,0.84,8.65,21.95,1.1,0.0
20230127:2330,0.0,0.0,0.0,-5.44,20.54,0.83,0.0
20230128:0030,0.0,0.0,0.0,0.0,18.91,0.69,0.0
20230128:0130,0.0,0.0,0.0,0.0,17.82,0.76,0.0
20230128:0230,0.0,0.0,0.0,0.0,16.98,0.9,0.0
20230128:0330,0.0,0.0,0.0,0.0,16.43,0.9,0.0
20230128:0430,0.0,0.0,0.0,0.0,15.87,0.83,0.0
20230128:0530,0.0,0.0,0.0,0.0,15.38,0.83,0.0
20230128:0630,0.0,0.0,0.0,0.0,14.79,0.76,0.0
20230128:0730,0.0,0.0,0.0,0.0,14.79,0.76,0.0
20230128:0830,0.0,0.0,0.0,0.0,14.21,0.69,0.0
20230128:0930,0.0,0.0,0.0,0.0,14.05,0.69,0.0
20230128:1030,0.0,0.0,0.0,0.0,13.59,0.69,0.0
20230128:1130,0.0,10.9,0.27,1.02,13.09,0.76,0.0
20230128:1230,340.78,123.81,3.87,15.05,12.76,0.76,0.0
20230128:1330,601.6,167.74,8.9,28.76,14.92,0.62,0.0
20230128:1430,894.78,137.93,14.57,41.85,18.12,0.69,0.0
20230128:1530,944.34,137.05,17.94,53.64,20.51,0.55,0.0
20230128:1630,981.81,117.84,20.25,62.36,22.19,0.34,0.0
20230128:1730,964.17,124.13,20.58,64.63,23.29,0.28,0.0
20230128:1830,910.17,161.89,19.01,58.99,23.76,0.21,0.0
20230128:1930,565.23,223.92,12.77,48.56,24.39,0.69,0.0
20230128:2030,391.03,219.34,8.82,36.05,24.19,0.76,0.0
20230128:2130,395.13,151.68,5.84,22.62,23.35,0.9,0.0
20230128:2230,0.0,33.8,0.83,8.75,22.2,0.83,0.0
20230128:2330,0.0,0.0,0.0,-5.36,20.75,0.69,0.0
20230129:0030,0.0,0.0,0.0,0.0,19.24,0.69,0.0
20230129:0130,0.0,0.0,0.0,0.0,18.6,0.69,0.0
20230129:0230,0.0,0.0,0.0,0.0,17.76,0.69,0.0
20230129:0330,0.0,0.0,0.0,0.0,17.04,0.76,0.0
20230129:0430,0.0,0.0,0.0,0.0,16.5,0.76,0.0
20230129:0530,0.0,0.0,0.0,0.0,15.99,0.76,0.0
20230129:0630,0.0,0.0,0.0,0.0,15.46,0.69,0.0
20230129:0730,0.0,0.0,0.0,0.0,14.86,0.62,0.0
20230129:0830,0.0,0.0,0.0,0.0,14.23,0.62,0.0
20230129:0930,0.0,0.0,0.0,0.0,13.93,0.55,0.0
20230129:1030,0.0,0.0,0.0,0.0,13.8,0.55,0.0
20230129:1130,0.0,10.32,0.25,1.01,13.49,0.48,0.0
20230129:1230,450.8,117.08,4.34,15.06,13.3,0.48,0.0
20230129:1330,714.72,146.43,9.69,28.8,15.35,0.41,0.0
20230129:1430,909.79,129.44,14.66,41.93,18.99,0.41,0.0
20230129:1530,991.69,121.67,18.47,53.78,21.23,0.28,0.0
20230129:1630,986.31,120.65,20.44,62.58,22.83,0.55,0.0
20230129:1730,891.87,149.45,19.77,64.9,23.71,0.76,0.0
20230129:1830,866.64,180.3,18.65,59.23,24.01,0.76,0.0
20230129:1930,725.28,165.07,14.06,48.75,24.32,0.69,0.0
20230129:2030,605.72,132.93,9.77,36.2,23.8,0.69,0.0
20230129:2130,407.31,113.94,5.4,22.74,22.97,0.83,0.0
20230129:2230,0.0,28.47,0.7,8.84,21.77,0.83,0.0
20230129:2330,0.0,0.0,0.0,-5.29,20.29,0.62,0.0
20230130:0030,0.0,0.0,0.0,0.0,18.8,0.41,0.0
20230130:0130,0.0,0.0,0.0,0.0,18.45,0.41,0.0
20230130:0230,0.0,0.0,0.0,0.0,17.84,0.48,0.0
20230130:0330,0.0,0.0,0.0,0.0,17.52,0.48,0.0
20230130:0430,0.0,0.0,0.0,0.0,17.29,0.48,0.0
20230130:0530,0.0,0.0,0.0,0.0,16.99,0.48,0.0
20230130:0630,0.0,0.0,0.0,0.0,16.63,0.41,0.0
20230130:0730,0.0,0.0,0.0,0.0,16.25,0.28,0.0
20230130:0830,0.0,0.0,0.0,0.0,15.86,0.41,0.0
20230130:0930,0.0,0.0,0.0,0.0,15.73,0.48,0.0
20230130:1030,0.0,0.0,0.0,0.0,15.53,0.55,0.0
20230130:1130,0.0,9.69,0.24,1.0,15.11,0.55,0.0
20230130:1230,340.62,118.33,3.81,15.07,15.02,0.55,0.0
20230130:1330,640.57,126.93,8.71,28.84,16.95,0.62,0.0
20230130:1430,884.84,136.27,14.45,42.02,19.32,0.76,0.0
20230130:1530,898.16,151.3,17.51,53.92,21.5,0.76,0.0
20230130:1630,823.93,180.24,18.65,62.8,22.67,0.62,0.0
20230130:1730,707.42,167.08,16.73,65.17,23.36,0.48,0.0
20230130:1830,730.9,169.65,16.17,59.47,23.13,0.76,0.0
20230130:1930,541.37,169.09,11.48,48.94,22.7,0.9,0.0
20230130:2030,374.93,166.5,7.74,36.35,21.96,0.97,0.0
20230130:2130,368.51,107.83,5.02,22.86,21.52,0.97,0.0
20230130:2230,0.0,31.62,0.77,8.94,20.59,0.97,0.0
20230130:2330,0.0,0.0,0.0,-5.21,19.77,0.62,0.0
20230131:0030,0.0,0.0,0.0,0.0,18.57,0.41,0.0
20230131:0130,0.0,0.0,0.0,0.0,17.87,0.48,0.0
20230131:0230,0.0,0.0,0.0,0.0,17.25,0.55,0.0
20230131:0330,0.0,0.0,0.0,0.0,16.72,0.48,0.0
20230131:0430,0.0,0.0,0.0,0.0,16.29,0.41,0.0
20230131:0530,0.0,0.0,0.0,0.0,15.31,0.48,0.0
20230131:0630,0.0,0.0,0.0,0.0,15.17,0.48,0.0
20230131:0730,0.0,0.0,0.0,0.0,14.83,0.41,0.0
20230131:0830,0.0,0.0,0.0,0.0,14.47,0.41,0.0
20230131:0930,0.0,0.0,0.0,0.0,13.84,0.48,0.0
20230131:1030,0.0,0.0,0.0,0.0,12.7,0.55,0.0
20230131:1130,0.0,11.99,0.29,1.0,12.04,0.62,0.0
20230131:1230,249.44,143.68,3.76,15.09,11.76,0.69,0.0
20230131:1330,309.88,227.29,7.32,28.89,14.63,0.62,0.0
20230131:1430,872.95,155.97,14.62,42.11,17.16,0.83,0.0
20230131:1530,943.46,144.97,18.16,54.07,20.03,0.9,0.0
20230131:1630,969.6,125.92,20.34,63.03,21.69,0.83,0.0
20230131:1730,881.95,132.26,19.38,65.46,22.84,0.9,0.0
20230131:1830,853.04,166.64,18.27,59.72,23.4,0.9,0.0
20230131:1930,689.74,188.18,14.01,49.13,23.75,0.97,0.0
20230131:2030,551.45,172.17,9.83,36.5,23.39,0.9,0.0
20230131:2130,476.43,120.97,6.07,22.98,22.81,0.97,0.0
20230131:2230,0.0,31.49,0.77,9.03,21.61,0.83,0.0
20230131:2330,0.0,0.0,0.0,-5.15,20.21,0.62,0.0
20230201:0030,0.0,0.0,0.0,0.0,18.85,0.48,0.0
20230201:0130,0.0,0.0,0.0,0.0,18.27,0.55,0.0
20230201:0230,0.0,0.0,0.0,0.0,17.42,0.62,0.0
20230201:0330,0.0,0.0,0.0,0.0,16.83,0.62,0.0
20230201:0430,0.0,0.0,0.0,0.0,16.26,0.62,0.0
20230201:0530,0.0,0.0,0.0,0.0,15.65,0.55,0.0
20230201:0630,0.0,0.0,0.0,0.0,15.08,0.62,0.0
20230201:0730,0.0,0.0,0.0,0.0,14.28,0.62,0.0
20230201:0830,0.0,0.0,0.0,0.0,13.66,0.69,0.0
20230201:0930,0.0,0.0,0.0,0.0,13.1,0.62,0.0
20230201:1030,0.0,0.0,0.0,0.0,12.71,0.69,0.0
20230201:1130,0.0,11.11,0.27,1.0,12.3,0.69,0.0
20230201:1230,385.81,140.31,4.3,15.11,11.87,0.62,0.0
20230201:1330,588.91,204.77,9.35,28.94,14.7,0.55,0.0
20230201:1430,917.55,129.06,14.82,42.2,18.02,0.69,0.0
20230201:1530,973.44,126.89,18.37,54.22,20.28,0.55,0.0
20230201:1630,987.77,116.24,20.55,63.27,21.79,0.41,0.0
20230201:1730,950.07,115.39,20.41,65.74,22.86,0.41,0.0
20230201:1830,958.9,135.29,19.6,59.96,23.47,0.48,0.0
20230201:1930,811.4,176.7,15.64,49.32,24.04,0.48,0.0
20230201:2030,493.76,206.36,9.77,36.64,24.04,0.62,0.0
20230201:2130,488.38,145.18,6.52,23.09,23.48,0.69,0.0
20230201:2230,0.0,32.5,0.79,9.12,22.27,0.97,0.0
20230201:2330,0.0,0.0,0.0,-5.08,20.81,0.76,0.0
20230202:0030,0.0,0.0,0.0,0.0,19.06,0.69,0.0
20230202:0130,0.0,0.0,0.0,0.0,18.42,0.76,0.0
20230202:0230,0.0,0.0,0.0,0.0,17.54,0.69,0.0
20230202:0330,0.0,0.0,0.0,0.0,16.8,0.69,0.0
20230202:0430,0.0,0.0,0.0,0.0,16.34,0.62,0.0
20230202:0530,0.0,0.0,0.0,0.0,15.66,0.69,0.0
20230202:0630,0.0,0.0,0.0,0.0,15.06,0.76,0.0
20230202:0730,0.0,0.0,0.0,0.0,14.58,0.76,0.0
20230202:0830,0.0,0.0,0.0,0.0,14.14,0.76,0.0
20230202:0930,0.0,0.0,0.0,0.0,13.72,0.69,0.0
20230202:1030,0.0,0.0,0.0,0.0,13.4,0.62,0.0
20230202:1130,0.0,9.81,0.24,1.0,13.01,0.62,0.0
20230202:1230,480.19,121.72,4.57,15.14,12.71,0.62,0.0
20230202:1330,731.05,134.35,9.73,29.0,15.62,0.55,0.0
20230202:1430,875.95,140.17,14.46,42.29,18.95,0.62,0.0
20230202:1530,907.82,120.82,17.23,54.38,20.98,0.41,0.0
20230202:1630,944.21,131.24,20.08,63.51,22.42,0.21,0.0
20230202:1730,959.84,119.11,20.74,66.03,23.59,0.14,0.0
20230202:1830,722.33,193.42,16.6,60.21,24.37,0.21,0.0
20230202:1930,632.8,184.33,13.17,49.5,23.9,0.48,0.0
20230202:2030,702.38,113.03,10.7,36.79,23.28,0.83,0.0
20230202:2130,332.01,128.65,5.11,23.2,22.71,0.97,0.0
20230202:2230,0.0,30.32,0.74,9.2,21.68,0.76,0.0
20230202:2330,0.0,0.0,0.0,-5.01,20.61,0.55,0.0
20230203:0030,0.0,0.0,0.0,0.0,19.37,0.41,0.0
20230203:0130,0.0,0.0,0.0,0.0,18.71,0.34,0.0
20230203:0230,0.0,0.0,0.0,0.0,18.14,0.41,0.0
20230203:0330,0.0,0.0,0.0,0.0,17.74,0.48,0.0
20230203:0430,0.0,0.0,0.0,0.0,17.26,0.41,0.0
20230203:0530,0.0,0.0,0.0,0.0,16.84,0.41,0.0
20230203:0630,0.0,0.0,0.0,0.0,16.33,0.28,0.0
20230203:0730,0.0,0.0,0.0,0.0,14.89,0.34,0.0
20230203:0830,0.0,0.0,0.0,0.0,14.6,0.34,0.0
20230203:0930,0.0,0.0,0.0,0.0,14.33,0.34,0.0
20230203:1030,0.0,0.0,0.0,0.0,13.93,0.34,0.0
20230203:1130,0.0,9.52,0.23,1.0,13.8,0.34,0.0
20230203:1230,475.84,113.85,4.47,15.17,13.8,0.34,0.0
20230203:1330,734.08,134.64,9.78,29.06,17.01,0.28,0.0
20230203:1430,906.15,126.63,14.67,42.39,19.77,0.07,0.0
20230203:1530,907.71,149.01,17.76,54.54,21.48,0.07,0.0
20230203:1630,921.36,126.58,19.63,63.75,22.84,0.21,0.0
20230203:1730,899.51,141.37,20.08,66.32,23.7,0.48,0.0
20230203:1830,838.27,161.84,18.08,60.46,23.76,0.9,0.0
20230203:1930,572.16,243.54,13.4,49.69,23.11,1.1,0.0
20230203:2030,308.86,174.81,7.22,36.93,21.62,0.62,0.0
20230203:2130,143.15,92.0,3.1,23.31,20.62,0.28,0.0
20230203:2230,0.0,32.5,0.79,9.29,19.7,0.41,0.0
20230203:2330,0.0,0.0,0.0,-4.95,18.17,0.21,0.0
20230204:0030,0.0,0.0,0.0,0.0,16.88,0.48,0.0
20230204:0130,0.0,0.0,0.0,0.0,16.91,0.55,0.0
20230204:0230,0.0,0.0,0.0,0.0,16.71,0.48,0.0
20230204:0330,0.0,0.0,0.0,0.0,16.55,0.48,0.0
20230204:0430,0.0,0.0,0.0,0.0,16.41,0.55,0.0
20230204:0530,0.0,0.0,0.0,0.0,16.48,0.48,0.0
20230204:0630,0.0,0.0,0.0,0.0,16.24,0.55,0.0
20230204:0730,0.0,0.0,0.0,0.0,15.05,0.48,0.0
20230204:0830,0.0,0.0,0.0,0.0,14.81,0.62,0.0
20230204:0930,0.0,0.0,0.0,0.0,14.67,0.55,0.0
20230204:1030,0.0,0.0,0.0,0.0,14.46,0.62,0.0
20230204:1130,0.0,8.6,0.21,1.01,14.2,0.69,0.0
20230204:1230,372.44,97.17,3.72,15.2,14.34,0.62,0.0
20230204:1330,608.28,136.4,8.58,29.12,16.91,0.69,0.0
20230204:1430,653.54,192.86,12.42,42.5,19.11,0.76,0.0
20230204:1530,742.55,160.33,15.32,54.7,20.74,0.69,0.0
20230204:1630,591.28,236.81,15.78,64.0,21.81,0.48,0.0
20230204:1730,696.55,207.02,17.57,66.62,22.6,0.21,0.0
20230204:1830,635.21,203.76,15.38,60.71,23.03,0.62,0.0
20230204:1930,489.1,202.24,11.47,49.88,23.45,0.97,0.0
20230204:2030,176.48,175.96,5.83,37.07,20.89,1.17,0.0
20230204:2130,164.3,121.93,3.82,23.42,19.59,0.9,0.0
20230204:2230,0.0,36.57,0.89,9.37,19.28,0.76,0.0
20230204:2330,0.0,0.0,0.0,-4.89,18.84,0.83,0.0
20230205:0030,0.0,0.0,0.0,0.0,18.18,0.83,0.0
20230205:0130,0.0,0.0,0.0,0.0,17.25,0.9,0.0
20230205:0230,0.0,0.0,0.0,0.0,16.52,0.83,0.0
20230205:0330,0.0,0.0,0.0,0.0,16.37,0.83,0.0
20230205:0430,0.0,0.0,0.0,0.0,16.12,0.83,0.0
20230205:0530,0.0,0.0,0.0,0.0,15.79,0.83,0.0
20230205:0630,0.0,0.0,0.0,0.0,15.64,0.83,0.0
20230205:0730,0.0,0.0,0.0,0.0,15.83,0.76,0.0
20230205:0830,0.0,0.0,0.0,0.0,15.59,0.76,0.0
20230205:0930,0.0,0.0,0.0,0.0,15.23,0.76,0.0
20230205:1030,0.0,0.0,0.0,0.0,14.88,0.76,0.0
20230205:1130,0.0,11.62,0.28,1.02,14.62,0.76,0.0
20230205:1230,327.04,129.0,3.91,15.24,14.73,0.62,0.0
20230205:1330,583.35,176.23,8.93,29.18,17.23,0.62,0.0
20230205:1430,736.14,181.09,13.32,42.6,19.69,0.48,0.0
20230205:1530,887.93,154.78,17.61,54.87,21.44,0.21,0.0
20230205:1630,860.51,170.31,19.44,64.25,23.02,0.14,0.0
20230205:1730,816.52,178.36,19.34,66.92,23.83,0.48,0.0
20230205:1830,668.34,206.09,16.04,60.96,24.24,0.9,0.0
20230205:1930,632.79,207.86,13.69,50.06,23.2,1.24,0.0
20230205:2030,400.37,173.43,8.24,37.21,21.93,0.76,0.0
20230205:2130,349.97,149.86,5.62,23.53,20.77,0.83,0.0
20230205:2230,0.0,37.03,0.9,9.45,20.14,1.1,0.0
20230205:2330,0.0,0.0,0.0,-4.83,19.11,0.69,0.0
20230206:0030,0.0,0.0,0.0,0.0,18.3,0.76,0.0
20230206:0130,0.0,0.0,0.0,0.0,17.42,0.55,0.0
20230206:0230,0.0,0.0,0.0,0.0,17.06,0.55,0.0
20230206:0330,0.0,0.0,0.0,0.0,16.74,0.55,0.0
20230206:0430,0.0,0.0,0.0,0.0,16.43,0.62,0.0
20230206:0530,0.0,0.0,0.0,0.0,16.21,0.55,0.0
20230206:0630,0.0,0.0,0.0,0.0,15.87,0.55,0.0
20230206:0730,0.0,0.0,0.0,0.0,15.71,0.62,0.0
20230206:0830,0.0,0.0,0.0,0.0,15.35,0.62,0.0
20230206:0930,0.0,0.0,0.0,0.0,15.13,0.62,0.0
20230206:1030,0.0,0.0,0.0,0.0,14.87,0.69,0.0
20230206:1130,0.0,10.9,0.27,1.04,14.73,0.62,0.0
20230206:1230,365.73,124.82,4.04,15.28,14.51,0.62,0.0
20230206:1330,707.36,131.16,9.51,29.25,16.93,0.55,0.0
20230206:1430,876.36,135.52,14.48,42.71,19.76,0.62,0.0
20230206:1530,921.38,140.6,17.94,55.04,21.73,0.55,0.0
20230206:1630,886.7,159.18,19.77,64.51,23.24,0.34,0.0
20230206:1730,860.84,151.57,19.74,67.23,24.29,0.48,0.0
20230206:1830,639.49,230.54,16.05,61.21,24.67,0.83,0.0
20230206:1930,286.29,253.9,9.66,50.25,23.61,0.97,0.0
20230206:2030,294.61,200.3,7.59,37.34,20.29,1.03,0.0
20230206:2130,284.75,109.55,4.5,23.63,20.82,0.69,0.0
20230206:2230,0.0,39.96,0.98,9.53,20.34,1.03,0.0
20230206:2330,0.0,0.0,0.0,-4.78,19.41,0.69,0.0
20230207:0030,0.0,0.0,0.0,0.0,18.46,0.62,0.0
20230207:0130,0.0,0.0,0.0,0.0,17.73,0.62,0.0
20230207:0230,0.0,0.0,0.0,0.0,17.5,0.55,0.0
20230207:0330,0.0,0.0,0.0,0.0,16.95,0.55,0.0
20230207:0430,0.0,0.0,0.0,0.0,16.66,0.55,0.0
20230207:0530,0.0,0.0,0.0,0.0,16.15,0.55,0.0
20230207:0630,0.0,0.0,0.0,0.0,15.66,0.69,0.0
20230207:0730,0.0,0.0,0.0,0.0,16.17,0.76,0.0
20230207:0830,0.0,0.0,0.0,0.0,15.74,0.76,0.0
20230207:0930,0.0,0.0,0.0,0.0,15.46,0.83,0.0
20230207:1030,0.0,0.0,0.0,0.0,15.25,0.83,0.0
20230207:1130,0.0,10.9,0.27,1.06,15.14,0.76,0.0
20230207:1230,432.77,108.56,4.2,15.32,15.04,0.62,0.0
20230207:1330,561.25,164.97,8.58,29.33,17.59,0.62,0.0
20230207:1430,806.08,158.89,13.93,42.83,20.0,0.69,0.0
20230207:1530,712.09,211.48,15.86,55.21,21.8,0.55,0.0
20230207:1630,823.12,187.55,19.19,64.77,23.18,0.41,0.0
20230207:1730,855.69,149.12,19.66,67.54,23.91,0.48,0.0
20230207:1830,732.53,190.8,16.96,61.47,24.41,0.9,0.0
20230207:1930,639.65,206.95,13.83,50.43,23.87,1.03,0.0
20230207:2030,289.29,176.31,7.09,37.48,22.7,1.24,0.0
20230207:2130,393.05,115.26,5.45,23.73,20.79,0.76,0.0
20230207:2230,0.0,33.0,0.81,9.6,20.24,1.03,0.0
20230207:2330,0.0,0.0,0.0,-4.72,19.37,0.97,0.0
20230208:0030,0.0,0.0,0.0,0.0,18.42,0.48,0.0
20230208:0130,0.0,0.0,0.0,0.0,17.92,0.48,0.0
20230208:0230,0.0,0.0,0.0,0.0,17.34,0.55,0.0
20230208:0330,0.0,0.0,0.0,0.0,16.91,0.76,0.0
20230208:0430,0.0,0.0,0.0,0.0,16.69,0.69,0.0
20230208:0530,0.0,0.0,0.0,0.0,16.24,0.55,0.0
20230208:0630,0.0,0.0,0.0,0.0,15.66,0.55,0.0
20230208:0730,0.0,0.0,0.0,0.0,15.18,0.62,0.0
20230208:0830,0.0,0.0,0.0,0.0,15.11,0.62,0.0
20230208:0930,0.0,0.0,0.0,0.0,14.8,0.62,0.0
20230208:1030,0.0,0.0,0.0,0.0,14.22,0.69,0.0
20230208:1130,0.0,10.65,0.26,1.08,13.75,0.76,0.0
20230208:1230,445.27,121.89,4.43,15.37,13.67,0.69,0.0
20230208:1330,710.13,137.59,9.66,29.4,17.02,0.62,0.0
20230208:1430,718.59,170.03,12.97,42.94,20.14,0.34,0.0
20230208:1530,872.59,138.44,17.18,55.39,21.69,0.34,0.0
20230208:1630,897.05,134.06,19.61,65.04,22.97,0.28,0.0
20230208:1730,790.2,187.31,19.21,67.86,23.97,0.34,0.0
20230208:1830,665.4,214.63,16.28,61.72,24.52,0.83,0.0
20230208:1930,147.67,286.72,8.48,50.61,24.62,0.69,0.0
20230208:2030,202.45,137.65,5.38,37.61,21.23,0.76,0.0
20230208:2130,185.16,132.35,4.19,23.83,20.0,0.62,0.0
20230208:2230,0.0,39.0,0.95,9.67,19.7,0.69,0.0
20230208:2330,0.0,0.0,0.0,-4.67,19.25,0.69,0.0
20230209:0030,0.0,0.0,0.0,0.0,18.59,0.28,0.0
20230209:0130,0.0,0.0,0.0,0.0,17.73,0.07,0.0
20230209:0230,0.0,0.0,0.0,0.0,17.08,0.48,0.0
20230209:0330,0.0,0.0,0.0,0.0,17.16,0.55,0.0
20230209:0430,0.0,0.0,0.0,0.0,16.77,0.55,0.0
20230209:0530,0.0,0.0,0.0,0.0,16.21,0.55,0.0
20230209:0630,0.0,0.0,0.0,0.0,15.64,0.62,0.0
20230209:0730,0.0,0.0,0.0,0.0,15.68,0.62,0.0
20230209:0830,0.0,0.0,0.0,0.0,15.56,0.62,0.0
20230209:0930,0.0,0.0,0.0,0.0,15.43,0.62,0.0
20230209:1030,0.0,0.0,0.0,0.0,15.27,0.62,0.0
20230209:1130,0.0,10.65,0.26,1.11,15.03,0.62,0.0
20230209:1230,313.77,125.26,3.83,15.42,15.04,0.55,0.0
20230209:1330,528.76,140.36,7.93,29.48,17.41,0.69,0.0
20230209:1430,842.29,153.13,14.37,43.06,19.6,0.69,0.0
20230209:1530,812.02,155.02,16.52,55.57,21.56,0.69,0.0
20230209:1630,848.73,150.82,19.08,65.31,22.83,0.83,0.0
20230209:1730,780.95,168.22,18.72,68.17,23.82,0.9,0.0
20230209:1830,471.52,225.46,13.16,61.97,24.69,0.9,0.0
20230209:1930,179.04,185.01,6.76,50.79,23.43,1.03,0.0
20230209:2030,399.46,182.56,8.46,37.74,21.57,1.1,0.0
20230209:2130,180.74,107.67,3.71,23.92,21.76,1.1,0.0
20230209:2230,0.0,25.96,0.63,9.74,20.61,0.9,0.0
20230209:2330,0.0,0.0,0.0,-4.63,19.33,0.55,0.0
20230210:0030,0.0,0.0,0.0,0.0,18.7,0.55,0.0
20230210:0130,0.0,0.0,0.0,0.0,17.88,0.55,0.0
20230210:0230,0.0,0.0,0.0,0.0,17.58,0.69,0.0
20230210:0330,0.0,0.0,0.0,0.0,17.33,0.69,0.0
20230210:0430,0.0,0.0,0.0,0.0,17.13,0.69,0.0
20230210:0530,0.0,0.0,0.0,0.0,17.16,0.62,0.0
20230210:0630,0.0,0.0,0.0,0.0,17.24,0.55,0.0
20230210:0730,0.0,0.0,0.0,0.0,16.63,0.69,0.0
20230210:0830,0.0,0.0,0.0,0.0,16.74,0.55,0.0
20230210:0930,0.0,0.0,0.0,0.0,16.56,0.55,0.0
20230210:1030,0.0,0.0,0.0,0.0,16.35,0.55,0.0
20230210:1130,0.0,10.99,0.27,1.14,16.13,0.48,0.0
20230210:1230,347.57,130.86,4.07,15.47,15.99,0.55,0.0
20230210:1330,572.48,187.2,9.06,29.56,17.88,0.62,0.0
20230210:1430,755.7,196.61,13.94,43.19,19.97,0.48,0.0
20230210:1530,803.63,192.69,17.09,55.76,21.64,0.21,0.0
20230210:1630,830.97,173.37,19.24,65.59,22.97,0.14,0.0
20230210:1730,786.1,181.74,19.15,68.5,23.73,0.48,0.0
20230210:1830,505.02,217.63,13.62,62.22,23.68,0.9,0.0
20230210:1930,388.41,194.55,9.99,50.97,22.32,0.76,0.0
20230210:2030,125.84,154.26,4.88,37.87,21.41,0.55,0.0
20230210:2130,162.13,104.3,3.51,24.02,20.2,0.62,0.0
20230210:2230,0.0,32.88,0.8,9.81,19.61,0.69,0.0
20230210:2330,0.0,0.0,0.0,-4.58,19.32,0.76,0.0
